Index,Address,Match,Exact,Address_2,Coords,Coords_2,Coords_3,Coords_4,Coords_5,Coords_6,Coords_7,Lon,Lat,Analysis (Copper),Analysis (Lead),City,Copper (ppb),Date Submitted,Lead (ppb),Sample Number,Street #,Street Name,Zip Code
8546,"2531  FLUSHING RD, FLINT, MI, 48504",Match,Exact,"2531 FLUSHING RD, FLINT, MI, 48504","-83.72263,43.021908",69565235.0,L,26.0,49.0,1600.0,1000.0,-83.72263,43.021908,Copper,Lead,FLINT,60.0,2016-02-11 13:19:38,0.0,LG12295,2531 ,FLUSHING RD,48504
9877,"3402  HAWTHORNE DR, FLINT, MI, 48503",Match,Exact,"3402 HAWTHORNE DR, FLINT, MI, 48503","-83.72897,42.99284",69573761.0,R,26.0,49.0,3600.0,6009.0,-83.72897,42.99284,Copper,Lead,FLINT,150.0,2015-10-06 12:07:45,2.0,LF86491,3402 ,HAWTHORNE DR,48503
11073,"3817 KELLAR AVE, FLINT, MI, 48504",Match,Exact,"3817 KELLAR AVE, FLINT, MI, 48504","-83.7297,43.049168",69564432.0,L,26.0,49.0,700.0,4006.0,-83.7297,43.049168,Copper,Lead,FLINT,0.0,2016-06-02 13:43:44,0.0,LG49240,3817,KELLAR AVE,48504
8543,"2426 FLUSHING RD, FLINT, MI, 48504",Match,Exact,"2426 FLUSHING RD, FLINT, MI, 48504","-83.721,43.021458",69565244.0,R,26.0,49.0,1300.0,4007.0,-83.721,43.021458,Copper,Lead,FLINT,50.0,2016-03-14 12:40:00,0.0,LG23180,2426,FLUSHING RD,48504
9874,"3401 HAWTHORNE DR, FLINT, MI, 48503",Match,Exact,"3401 HAWTHORNE DR, FLINT, MI, 48503","-83.72891,42.992855",69573761.0,L,26.0,49.0,3600.0,6015.0,-83.72891,42.992855,Copper,Lead,FLINT,300.0,2016-03-26 11:53:51,1.0,LG28316,3401,HAWTHORNE DR,48503
8544,"2497  FLUSHING RD, FLINT, MI, 48504",Match,Exact,"2497 FLUSHING RD, FLINT, MI, 48504","-83.721634,43.02162",69565244.0,L,26.0,49.0,1600.0,2003.0,-83.721634,43.02162,Copper,Lead,FLINT,90.0,2016-03-01 13:03:26,0.0,LG19161,2497 ,FLUSHING RD,48504
11075,"3905  KELLAR AVE, FLINT, MI, 48504",Match,Exact,"3905 KELLAR AVE, FLINT, MI, 48504","-83.729706,43.049683",69564432.0,L,26.0,49.0,700.0,4006.0,-83.729706,43.049683,Copper,Lead,FLINT,80.0,2015-11-04 12:37:43,0.0,LF90465,3905 ,KELLAR AVE,48504
242,"706 ALVORD AVE, FLINT, MI, 48507",Match,Exact,"706 ALVORD AVE, FLINT, MI, 48507","-83.68592,42.985874",69574917.0,R,26.0,49.0,4000.0,3015.0,-83.68592,42.985874,Copper,Lead,FLINT,0.0,2016-04-04 13:26:09,0.0,LG31391,706,ALVORD AVE,48507
243,"709 ALVORD AVE, FLINT, MI, 48507",Match,Exact,"709 ALVORD AVE, FLINT, MI, 48507","-83.68596,42.985863",69574917.0,L,26.0,49.0,4000.0,4005.0,-83.68596,42.985863,Copper,Lead,FLINT,130.0,2016-03-15 12:23:50,1.0,LG23557,709,ALVORD AVE,48507
246,"710 ALVORD AVE, FLINT, MI, 48507",Match,Exact,"710 ALVORD AVE, FLINT, MI, 48507","-83.686005,42.985874",69574917.0,R,26.0,49.0,4000.0,3015.0,-83.686005,42.985874,Copper,Lead,FLINT,0.0,2016-04-06 12:28:46,0.0,LG32181,710,ALVORD AVE,48507
247,"714  ALVORD AVE, FLINT, MI, 48507",Match,Exact,"714 ALVORD AVE, FLINT, MI, 48507","-83.68608,42.985874",69574917.0,R,26.0,49.0,4000.0,3015.0,-83.68608,42.985874,Copper,Lead,FLINT,130.0,2016-01-28 13:02:59,0.0,LG05445,714 ,ALVORD AVE,48507
248,"717 ALVORD AVE, FLINT, MI, 48507",Match,Exact,"717 ALVORD AVE, FLINT, MI, 48507","-83.68613,42.985863",69574917.0,L,26.0,49.0,4000.0,4005.0,-83.68613,42.985863,Copper,Lead,FLINT,50.0,2016-03-15 12:23:53,6.0,LG23560,717,ALVORD AVE,48507
8538,"2310  FLUSHING RD, FLINT, MI, 48504",Match,Exact,"2310 FLUSHING RD, FLINT, MI, 48504","-83.71995,43.021168",69565244.0,R,26.0,49.0,1300.0,4007.0,-83.71995,43.021168,Copper,Lead,FLINT,0.0,2016-01-23 11:56:55,0.0,LG02688,2310 ,FLUSHING RD,48504
9869,"3302 HAWTHORNE DR, FLINT, MI, 48503",Match,Exact,"3302 HAWTHORNE DR, FLINT, MI, 48503","-83.72768,42.99342",69573766.0,R,26.0,49.0,3600.0,6009.0,-83.72768,42.99342,Copper,Lead,FLINT,70.0,2016-06-14 13:01:21,162.0,LG52248,3302,HAWTHORNE DR,48503
8539,"2417  FLUSHING RD, FLINT, MI, 48504",Match,Exact,"2417 FLUSHING RD, FLINT, MI, 48504","-83.72091,43.021423",69565244.0,L,26.0,49.0,1600.0,2003.0,-83.72091,43.021423,Copper,Lead,FLINT,0.0,2016-02-07 11:45:35,0.0,LG10546,2417 ,FLUSHING RD,48504
8536,"2202  FLUSHING RD, FLINT, MI, 48504",Match,Exact,"2202 FLUSHING RD, FLINT, MI, 48504","-83.71897,43.020897",69565244.0,R,26.0,49.0,1300.0,4007.0,-83.71897,43.020897,Copper,Lead,FLINT,60.0,2016-02-18 13:09:46,1.0,LG15655,2202 ,FLUSHING RD,48504
9867,"3301  HAWTHORNE DR, FLINT, MI, 48503",Match,Exact,"3301 HAWTHORNE DR, FLINT, MI, 48503","-83.72765,42.99342",69573766.0,L,26.0,49.0,3600.0,6017.0,-83.72765,42.99342,Copper,Lead,FLINT,220.0,2016-01-21 13:37:09,2.0,LG01336,3301 ,HAWTHORNE DR,48503
8537,"2300  FLUSHING RD, FLINT, MI, 48504",Match,Exact,"2300 FLUSHING RD, FLINT, MI, 48504","-83.71986,43.02114",69565244.0,R,26.0,49.0,1300.0,4007.0,-83.71986,43.02114,Copper,Lead,FLINT,110.0,2016-01-21 13:40:34,0.0,LG01439,2300 ,FLUSHING RD,48504
9868,"3302  HAWTHORNE DR, FLINT, MI, 48503",Match,Exact,"3302 HAWTHORNE DR, FLINT, MI, 48503","-83.72768,42.99342",69573766.0,R,26.0,49.0,3600.0,6009.0,-83.72768,42.99342,Copper,Lead,FLINT,90.0,2016-01-26 12:18:37,41.0,LG04056,3302 ,HAWTHORNE DR,48503
11079,"3905 KELLAR AVE, FLINT, MI, 48504",Match,Exact,"3905 KELLAR AVE, FLINT, MI, 48504","-83.729706,43.049683",69564432.0,L,26.0,49.0,700.0,4006.0,-83.729706,43.049683,Copper,Lead,FLINT,0.0,2016-05-24 12:42:56,0.0,LG47160,3905,KELLAR AVE,48504
8552,"G-2503  FLUSHING RD, FLINT, MI, 48504",Match,Exact,"G3001 FLUSHING RD, FLINT, MI, 48504","-83.733246,43.024895",69564975.0,L,26.0,49.0,10812.0,3001.0,-83.733246,43.024895,Copper,Lead,FLINT,190.0,2016-02-06 12:08:36,24.0,LG10256,G-2503 ,FLUSHING RD,48504
9883,"3460  HAWTHORNE DR, FLINT, MI, 48503",Match,Exact,"3460 HAWTHORNE DR, FLINT, MI, 48503","-83.73042,42.99213",69573761.0,R,26.0,49.0,3600.0,6009.0,-83.73042,42.99213,Copper,Lead,FLINT,490.0,2016-01-31 12:38:16,3.0,LG06547,3460 ,HAWTHORNE DR,48503
8553,"G-3348 FLUSHING RD, FLINT, MI, 48504",Match,Exact,"G3001 FLUSHING RD, FLINT, MI, 48504","-83.733246,43.024895",69564975.0,L,26.0,49.0,10812.0,3001.0,-83.733246,43.024895,Copper,Lead,FLINT,50.0,2016-05-03 13:30:00,2.0,LG42047,G-3348,FLUSHING RD,48504
9884,"3470 HAWTHORNE DR, FLINT, MI, 48503",Match,Exact,"3470 HAWTHORNE DR, FLINT, MI, 48503","-83.73064,42.991974",69573761.0,R,26.0,49.0,3600.0,6009.0,-83.73064,42.991974,Copper,Lead,FLINT,0.0,2016-03-09 12:45:34,0.0,LG21878,3470,HAWTHORNE DR,48503
8550,"3214  FLUSHING RD, FLINT, MI, 48504",Match,Exact,"3214 FLUSHING RD, FLINT, MI, 48504","-83.73859,43.02643",69564204.0,R,26.0,49.0,1300.0,1020.0,-83.73859,43.02643,Copper,Lead,FLINT,0.0,2016-02-02 13:19:55,0.0,LG07451,3214 ,FLUSHING RD,48504
9881,"3441  HAWTHORNE DR, FLINT, MI, 48503",Match,Exact,"3441 HAWTHORNE DR, FLINT, MI, 48503","-83.729836,42.99244",69573761.0,L,26.0,49.0,3600.0,6015.0,-83.729836,42.99244,Copper,Lead,FLINT,110.0,2016-01-29 12:44:08,0.0,LG06037,3441 ,HAWTHORNE DR,48503
8551,"6441  FLUSHING RD, FLINT, MI, 48433",Match,Non_Exact,"6441 FLUSHING RD, FLUSHING, MI, 48433","-83.80673,43.049877",69607041.0,L,26.0,49.0,10502.0,2021.0,-83.80673,43.049877,Copper,Lead,FLUSHING,0.0,2016-02-29 12:43:28,0.0,LG18784,6441 ,FLUSHING RD,48433
9882,"3450  HAWTHORNE DR, FLINT, MI, 48503",Match,Exact,"3450 HAWTHORNE DR, FLINT, MI, 48503","-83.73019,42.992268",69573761.0,R,26.0,49.0,3600.0,6009.0,-83.73019,42.992268,Copper,Lead,FLINT,180.0,2016-02-05 13:36:01,0.0,LG10022,3450 ,HAWTHORNE DR,48503
8556,"G-3500  FLUSHING RD, FLINT, MI, 48504",Match,Exact,"G3001 FLUSHING RD, FLINT, MI, 48504","-83.733246,43.024895",69564975.0,L,26.0,49.0,10812.0,3001.0,-83.733246,43.024895,Copper,Lead,FLINT,340.0,2016-02-14 12:01:49,5.0,LG13262,G-3500 ,FLUSHING RD,48504
9887,"3501  HAWTHORNE DR, FLINT, MI, 48503",Match,Exact,"3501 HAWTHORNE DR, FLINT, MI, 48503","-83.73109,42.991245",69573763.0,L,26.0,49.0,3600.0,6011.0,-83.73109,42.991245,Copper,Lead,FLINT,170.0,2016-02-03 13:34:42,6.0,LG08288,3501 ,HAWTHORNE DR,48503
11041,"2810  KELLAR AVE, FLINT, MI, 48504",Match,Exact,"2810 KELLAR AVE, FLINT, MI, 48504","-83.72954,43.04233",69564539.0,R,26.0,49.0,900.0,1011.0,-83.72954,43.04233,Copper,Lead,FLINT,0.0,2016-01-31 13:05:34,0.0,LG06594,2810 ,KELLAR AVE,48504
8554,"G-3402  FLUSHING RD, FLINT, MI, 48504",Match,Exact,"G3001 FLUSHING RD, FLINT, MI, 48504","-83.733246,43.024895",69564975.0,L,26.0,49.0,10812.0,3001.0,-83.733246,43.024895,Copper,Lead,FLINT,140.0,2016-02-18 13:00:10,3.0,LG15491,G-3402 ,FLUSHING RD,48504
9885,"3480  HAWTHORNE DR, FLINT, MI, 48503",Match,Exact,"3480 HAWTHORNE DR, FLINT, MI, 48503","-83.73079,42.991787",69573761.0,R,26.0,49.0,3600.0,6009.0,-83.73079,42.991787,Copper,Lead,FLINT,90.0,2016-02-05 13:34:19,1.0,LG09990,3480 ,HAWTHORNE DR,48503
11043,"2906  KELLAR AVE, FLINT, MI, 48504",Match,Exact,"2906 KELLAR AVE, FLINT, MI, 48504","-83.72955,43.0428",69564539.0,R,26.0,49.0,900.0,1011.0,-83.72955,43.0428,Copper,Lead,FLINT,0.0,2016-02-24 07:58:38,0.0,LG17369,2906 ,KELLAR AVE,48504
8555,"G-3441  FLUSHING RD, FLINT, MI, 48504",Match,Exact,"G3001 FLUSHING RD, FLINT, MI, 48504","-83.733246,43.024895",69564975.0,L,26.0,49.0,10812.0,3001.0,-83.733246,43.024895,Copper,Lead,FLINT,0.0,2016-02-18 13:09:47,0.0,LG15656,G-3441 ,FLUSHING RD,48504
11042,"2905 KELLAR AVE, FLINT, MI, 48504",Match,Exact,"2905 KELLAR AVE, FLINT, MI, 48504","-83.72957,43.04279",69564539.0,L,26.0,49.0,900.0,1010.0,-83.72957,43.04279,Copper,Lead,FLINT,50.0,2016-03-06 12:14:48,0.0,LG20746,2905,KELLAR AVE,48504
9880,"3430  HAWTHORNE DR, FLINT, MI, 48503",Match,Exact,"3430 HAWTHORNE DR, FLINT, MI, 48503","-83.72969,42.992516",69573761.0,R,26.0,49.0,3600.0,6009.0,-83.72969,42.992516,Copper,Lead,FLINT,240.0,2016-02-17 13:32:19,33.0,LG14727,3430 ,HAWTHORNE DR,48503
251,"721  ALVORD AVE, FLINT, MI, 48507",Match,Exact,"721 ALVORD AVE, FLINT, MI, 48507","-83.68621,42.98586",69574917.0,L,26.0,49.0,4000.0,4005.0,-83.68621,42.98586,Copper,Lead,FLINT,0.0,2016-02-04 13:12:36,3.0,LG09083,721 ,ALVORD AVE,48507
252,"725 ALVORD AVE, FLINT, MI, 48507",Match,Exact,"725 ALVORD AVE, FLINT, MI, 48507","-83.686295,42.98586",69574917.0,L,26.0,49.0,4000.0,4005.0,-83.686295,42.98586,Copper,Lead,FLINT,0.0,2016-03-13 12:16:41,0.0,LG23081,725,ALVORD AVE,48507
258,"726  ALVORD AVE, FLINT, MI, 48507",Match,Exact,"726 ALVORD AVE, FLINT, MI, 48507","-83.68633,42.98587",69574917.0,R,26.0,49.0,4000.0,3015.0,-83.68633,42.98587,Copper,Lead,FLINT,0.0,2016-02-03 13:43:16,0.0,LG08675,726 ,ALVORD AVE,48507
259,"738  ALVORD AVE, FLINT, MI, 48507",Match,Exact,"738 ALVORD AVE, FLINT, MI, 48507","-83.686584,42.985867",69574917.0,R,26.0,49.0,4000.0,3015.0,-83.686584,42.985867,Copper,Lead,FLINT,0.0,2016-01-26 13:47:30,0.0,LG04550,738 ,ALVORD AVE,48507
8549,"3061 FLUSHING RD, FLINT, MI, 48504",Match,Exact,"3061 FLUSHING RD, FLINT, MI, 48504","-83.73332,43.024918",69564975.0,L,26.0,49.0,10812.0,3001.0,-83.73332,43.024918,Copper,Lead,FLINT,210.0,2016-05-24 12:44:23,4.0,LG47208,3061,FLUSHING RD,48504
11045,"2906 KELLAR AVE, FLINT, MI, 48504",Match,Exact,"2906 KELLAR AVE, FLINT, MI, 48504","-83.72955,43.0428",69564539.0,R,26.0,49.0,900.0,1011.0,-83.72955,43.0428,Copper,Lead,FLINT,0.0,2016-03-17 08:59:13,0.0,LG24802,2906,KELLAR AVE,48504
8547,"2609  FLUSHING RD, FLINT, MI, 48504",Match,Exact,"2609 FLUSHING RD, FLINT, MI, 48504","-83.72443,43.02242",69565077.0,L,26.0,49.0,1600.0,1000.0,-83.72443,43.02242,Copper,Lead,FLINT,60.0,2016-02-10 14:30:02,1.0,LG11960,2609 ,FLUSHING RD,48504
8548,"2625  FLUSHING RD, FLINT, MI, 48504",Match,Exact,"2625 FLUSHING RD, FLINT, MI, 48504","-83.72478,43.022514",69565077.0,L,26.0,49.0,1600.0,1000.0,-83.72478,43.022514,Copper,Lead,FLINT,630.0,2016-02-03 13:36:39,1.0,LG08383,2625 ,FLUSHING RD,48504
9879,"3411  HAWTHORNE DR, FLINT, MI, 48503",Match,Exact,"3411 HAWTHORNE DR, FLINT, MI, 48503","-83.72915,42.992752",69573761.0,L,26.0,49.0,3600.0,6015.0,-83.72915,42.992752,Copper,Lead,FLINT,240.0,2016-01-23 11:57:33,0.0,LG02726,3411 ,HAWTHORNE DR,48503
11049,"3101  KELLAR AVE, FLINT, MI, 48504",Match,Exact,"3101 KELLAR AVE, FLINT, MI, 48504","-83.72961,43.043747",69564539.0,L,26.0,49.0,900.0,1010.0,-83.72961,43.043747,Copper,Lead,FLINT,260.0,2016-01-30 12:31:21,0.0,LG06368,3101 ,KELLAR AVE,48504
11048,"2913  KELLAR AVE, FLINT, MI, 48504",Match,Exact,"2913 KELLAR AVE, FLINT, MI, 48504","-83.72957,43.04283",69564539.0,L,26.0,49.0,900.0,1010.0,-83.72957,43.04283,Copper,Lead,FLINT,0.0,2016-01-25 13:02:02,1.0,LG03558,2913 ,KELLAR AVE,48504
8563,"1310  FOREST HILL AVE, FLINT, MI, 48504",Match,Exact,"1310 FOREST HILL AVE, FLINT, MI, 48504","-83.72477,43.026108",69565228.0,R,26.0,49.0,1300.0,3003.0,-83.72477,43.026108,Copper,Lead,FLINT,0.0,2015-10-13 14:30:15,2.0,LF87400,1310 ,FOREST HILL AVE,48504
9894,"3501 HAWTHORNE DRIVE, FLINT, MI, 48503",Match,Exact,"3501 HAWTHORNE DR, FLINT, MI, 48503","-83.73109,42.991245",69573763.0,L,26.0,49.0,3600.0,6011.0,-83.73109,42.991245,Copper,Lead,FLINT,550.0,2016-06-16 12:34:05,23.0,LG53218,3501,HAWTHORNE DRIVE,48503
9895,"3034 HAWTHRONE DR, FLINT, MI, 48503",Match,Non_Exact,"3034 HAWTHORNE DR, FLINT, MI, 48503","-83.7257,42.99427",69573768.0,R,26.0,49.0,3600.0,6009.0,-83.7257,42.99427,Copper,Lead,FLINT,120.0,2016-04-05 13:11:27,0.0,LG31664,3034,HAWTHRONE DR,48503
8561,"1263  FOREST HILL AVE, FLINT, MI, 48504",Match,Exact,"1263 FOREST HILL AVE, FLINT, MI, 48504","-83.725204,43.025482",69565064.0,L,26.0,49.0,1300.0,2007.0,-83.725204,43.025482,Copper,Lead,FLINT,0.0,2016-02-21 12:01:24,2.0,LG16388,1263 ,FOREST HILL AVE,48504
9892,"3502  HAWTHORNE DR, FLINT, MI, 48503",Match,Exact,"3502 HAWTHORNE DR, FLINT, MI, 48503","-83.731155,42.99111",69573763.0,R,26.0,49.0,3600.0,6009.0,-83.731155,42.99111,Copper,Lead,FLINT,0.0,2016-02-05 13:09:31,3.0,LG09866,3502 ,HAWTHORNE DR,48503
11050,"3209  KELLAR AVE, FLINT, MI, 48504",Match,Exact,"3209 KELLAR AVE, FLINT, MI, 48504","-83.72965,43.045044",69564534.0,L,26.0,49.0,900.0,1002.0,-83.72965,43.045044,Copper,Lead,FLINT,0.0,2016-03-01 13:29:08,3.0,LG19267,3209 ,KELLAR AVE,48504
8562,"1305  FOREST HILL AVE, FLINT, MI, 48504",Match,Exact,"1305 FOREST HILL AVE, FLINT, MI, 48504","-83.72484,43.026047",69565228.0,L,26.0,49.0,1300.0,2004.0,-83.72484,43.026047,Copper,Lead,FLINT,0.0,2016-02-01 13:30:35,5.0,LG06947,1305 ,FOREST HILL AVE,48504
9893,"3550  HAWTHORNE DR, FLINT, MI, 48503",Match,Exact,"3550 HAWTHORNE DR, FLINT, MI, 48503","-83.73119,42.99055",69573763.0,R,26.0,49.0,3600.0,6009.0,-83.73119,42.99055,Copper,Lead,FLINT,0.0,2015-12-02 14:41:58,2.0,LF94276,3550 ,HAWTHORNE DR,48503
7235,"1130  E MARENGO AVE, FLINT, MI, 48505",Match,Non_Exact,"1130 E MARENGO AVE, FLINT, MI, 48505","-83.68368,43.05977",69566588.0,R,26.0,49.0,2000.0,1010.0,-83.68368,43.05977,Copper,Lead,FLINT,0.0,2016-02-24 13:08:02,0.0,LG17908,1130 ,E MARENGO AVE,48505
8567,"1364  FOREST HILL AVE, FLINT, MI, 48504",Match,Exact,"1364 FOREST HILL AVE, FLINT, MI, 48504","-83.72397,43.02702",69565197.0,R,26.0,49.0,1300.0,3002.0,-83.72397,43.02702,Copper,Lead,FLINT,0.0,2016-02-02 13:30:07,0.0,LG07793,1364 ,FOREST HILL AVE,48504
9898,"717  HAZELTON ST, FLINT, MI, 48503",Match,Exact,"717 HAZELTON ST, FLINT, MI, 48503","-83.702065,43.00823",69567654.0,L,26.0,49.0,3700.0,3017.0,-83.702065,43.00823,Copper,Lead,FLINT,0.0,2016-02-09 13:41:50,0.0,LG11319,717 ,HAZELTON ST,48503
11052,"3218  KELLAR AVE, FLINT, MI, 48504",Match,Exact,"3218 KELLAR AVE, FLINT, MI, 48504","-83.72964,43.04508",69564534.0,R,26.0,49.0,900.0,1001.0,-83.72964,43.04508,Copper,Lead,FLINT,0.0,2016-01-27 13:10:13,0.0,LG05011,3218 ,KELLAR AVE,48504
8568,"1370 FOREST HILL AVE, FLINT, MI, 48504",Match,Exact,"1370 FOREST HILL AVE, FLINT, MI, 48504","-83.723785,43.027237",69565199.0,R,26.0,49.0,1300.0,3001.0,-83.723785,43.027237,Copper,Lead,FLINT,180.0,2016-03-21 11:56:12,1.0,LG26495,1370,FOREST HILL AVE,48504
9899,"817  HAZELTON ST, FLINT, MI, 48503",Match,Exact,"817 HAZELTON ST, FLINT, MI, 48503","-83.701454,43.007557",69567654.0,L,26.0,49.0,3700.0,3017.0,-83.701454,43.007557,Copper,Lead,FLINT,0.0,2016-01-30 12:31:36,2.0,LG06383,817 ,HAZELTON ST,48503
11051,"3210  KELLAR AVE, FLINT, MI, 48504",Match,Exact,"3210 KELLAR AVE, FLINT, MI, 48504","-83.72964,43.045033",69564534.0,R,26.0,49.0,900.0,1001.0,-83.72964,43.045033,Copper,Lead,FLINT,0.0,2016-01-24 12:09:54,2.0,LG03073,3210 ,KELLAR AVE,48504
7237,"1201  E MARENGO AVE, FLINT, MI, 48505",Match,Non_Exact,"1201 E MARENGO AVE, FLINT, MI, 48505","-83.682365,43.05979",69566622.0,L,26.0,49.0,2000.0,1000.0,-83.682365,43.05979,Copper,Lead,FLINT,0.0,2016-02-09 13:42:14,2.0,LG11336,1201 ,E MARENGO AVE,48505
8565,"1355  FOREST HILL AVE, FLINT, MI, 48504",Match,Exact,"1355 FOREST HILL AVE, FLINT, MI, 48504","-83.724236,43.026737",69565197.0,L,26.0,49.0,1300.0,2005.0,-83.724236,43.026737,Copper,Lead,FLINT,90.0,2016-01-27 13:02:40,2.0,LG04818,1355 ,FOREST HILL AVE,48504
9896,"3501 HAWTHRONE DR, FLINT, MI, 48503",Match,Non_Exact,"3501 HAWTHORNE DR, FLINT, MI, 48503","-83.73109,42.991245",69573763.0,L,26.0,49.0,3600.0,6011.0,-83.73109,42.991245,Copper,Lead,FLINT,260.0,2016-03-30 12:32:35,9.0,LG30292,3501,HAWTHRONE DR,48503
11054,"3411 KELLAR AVE, FLINT, MI, 48504",Match,Exact,"3411 KELLAR AVE, FLINT, MI, 48504","-83.72969,43.04646",69564440.0,L,26.0,49.0,700.0,4013.0,-83.72969,43.04646,Copper,Lead,FLINT,130.0,2016-04-04 13:25:19,2.0,LG31347,3411,KELLAR AVE,48504
7236,"1134  E MARENGO AVE, FLINT, MI, 48505",Match,Non_Exact,"1134 E MARENGO AVE, FLINT, MI, 48505","-83.68359,43.05977",69566588.0,R,26.0,49.0,2000.0,1010.0,-83.68359,43.05977,Copper,Lead,FLINT,0.0,2016-02-26 12:58:26,0.0,LG18465,1134 ,E MARENGO AVE,48505
8566,"1363  FOREST HILL AVE, FLINT, MI, 48504",Match,Exact,"1363 FOREST HILL AVE, FLINT, MI, 48504","-83.72403,43.026966",69565197.0,L,26.0,49.0,1300.0,2005.0,-83.72403,43.026966,Copper,Lead,FLINT,70.0,2016-02-15 12:18:40,2.0,LG13378,1363 ,FOREST HILL AVE,48504
9897,"611  HAZELTON ST, FLINT, MI, 48503",Match,Exact,"611 HAZELTON ST, FLINT, MI, 48503","-83.70272,43.008938",69567654.0,L,26.0,49.0,3700.0,3017.0,-83.70272,43.008938,Copper,Lead,FLINT,80.0,2016-02-05 13:09:27,15.0,LG09863,611 ,HAZELTON ST,48503
11053,"3411  KELLAR AVE, FLINT, MI, ",Match,Exact,"3411 KELLAR AVE, FLINT, MI, 48504","-83.72969,43.04646",69564440.0,L,26.0,49.0,700.0,4013.0,-83.72969,43.04646,Copper,Lead,FLINT,630.0,2016-01-21 13:42:44,35.0,LG01499,3411 ,KELLAR AVE,
260,"742  ALVORD AVE, FLINT, MI, 48507",Match,Exact,"742 ALVORD AVE, FLINT, MI, 48507","-83.68667,42.985867",69574917.0,R,26.0,49.0,4000.0,3015.0,-83.68667,42.985867,Copper,Lead,FLINT,120.0,2016-01-29 12:45:05,5.0,LG06091,742 ,ALVORD AVE,48507
261,"749 ALVORD AVE, FLINT, MI, 48507",Match,Exact,"749 ALVORD AVE, FLINT, MI, 48507","-83.68679,42.98585",69574917.0,L,26.0,49.0,4000.0,4005.0,-83.68679,42.98585,Copper,Lead,FLINT,0.0,2016-04-04 09:58:00,0.0,LG31288,749,ALVORD AVE,48507
8560,"1256  FOREST HILL AVE, FLINT, MI, 48504",Match,Exact,"1256 FOREST HILL AVE, FLINT, MI, 48504","-83.725235,43.025406",69565064.0,R,26.0,49.0,1300.0,3004.0,-83.725235,43.025406,Copper,Lead,FLINT,200.0,2016-02-01 13:32:26,4.0,LG07019,1256 ,FOREST HILL AVE,48504
265,"814  ALVORD AVE, FLINT, MI, 48507",Match,Exact,"814 ALVORD AVE, FLINT, MI, 48507","-83.688515,42.985832",69574901.0,R,26.0,49.0,4000.0,3014.0,-83.688515,42.985832,Copper,Lead,FLINT,60.0,2016-01-21 16:21:39,8.0,LG02160,814 ,ALVORD AVE,48507
266,"821  ALVORD AVE, FLINT, MI, 48507",Match,Exact,"821 ALVORD AVE, FLINT, MI, 48507","-83.68864,42.985817",69574901.0,L,26.0,49.0,4000.0,4012.0,-83.68864,42.985817,Copper,Lead,FLINT,140.0,2016-02-16 15:31:14,0.0,LG14297,821 ,ALVORD AVE,48507
267,"830  ALVORD AVE, FLINT, MI, 48507",Match,Exact,"830 ALVORD AVE, FLINT, MI, 48507","-83.68885,42.98582",69574901.0,R,26.0,49.0,4000.0,3014.0,-83.68885,42.98582,Copper,Lead,FLINT,60.0,2016-01-21 15:33:00,15.0,LG01719,830 ,ALVORD AVE,48507
269,"833  ALVORD AVE, FLINT, MI, 48507",Match,Exact,"833 ALVORD AVE, FLINT, MI, 48507","-83.68889,42.98581",69574901.0,L,26.0,49.0,4000.0,4012.0,-83.68889,42.98581,Copper,Lead,FLINT,0.0,2016-02-24 07:58:52,0.0,LG17381,833 ,ALVORD AVE,48507
11056,"3415 KELLAR AVE, FLINT, MI, 48504",Match,Exact,"3415 KELLAR AVE, FLINT, MI, 48504","-83.72969,43.046482",69564440.0,L,26.0,49.0,700.0,4013.0,-83.72969,43.046482,Copper,Lead,FLINT,0.0,2016-06-23 13:08:41,2.0,LG55259,3415,KELLAR AVE,48504
8558,"1202  FOREST HILL AVE, FLINT, MI, 48504",Match,Exact,"1202 FOREST HILL AVE, FLINT, MI, 48504","-83.72565,43.02467",69565068.0,R,26.0,49.0,1300.0,3005.0,-83.72565,43.02467,Copper,Lead,FLINT,730.0,2016-01-21 15:59:48,13.0,LG01893,1202 ,FOREST HILL AVE,48504
9889,"3501 HAWTHORNE DR, FLINT, MI, 48503",Match,Exact,"3501 HAWTHORNE DR, FLINT, MI, 48503","-83.73109,42.991245",69573763.0,L,26.0,49.0,3600.0,6011.0,-83.73109,42.991245,Copper,Lead,FLINT,1120.0,2016-05-03 13:28:29,13.0,LG41968,3501,HAWTHORNE DR,48503
11058,"3513 KELLAR AVE, FLINT, MI, 48504",Match,Exact,"3513 KELLAR AVE, FLINT, MI, 48504","-83.72969,43.047062",69564440.0,L,26.0,49.0,700.0,4013.0,-83.72969,43.047062,Copper,Lead,FLINT,180.0,2016-03-06 12:15:16,7.0,LG20773,3513,KELLAR AVE,48504
8559,"1207  FOREST HILL AVE, FLINT, MI, 48504",Match,Exact,"1207 FOREST HILL AVE, FLINT, MI, 48504","-83.72564,43.024723",69565068.0,L,26.0,49.0,1300.0,2008.0,-83.72564,43.024723,Copper,Lead,FLINT,170.0,2016-02-12 13:18:43,5.0,LG12930,1207 ,FOREST HILL AVE,48504
